Marital status;Application mode;Application order;Course;Daytime/evening attendance;Previous qualification;Nacionality;Mother's qualification;Father's qualification;Mother's occupation;Father's occupation;Displaced;Educational special needs;Debtor;Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;International;Curricular units 1st sem (credited);Curricular units 1st sem (enrolled);Curricular units 1st sem (evaluations);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 1st sem (without evaluations);Curricular units 2nd sem (credited);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (evaluations);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 2nd sem (without evaluations);Unemployment rate;Inflation rate;GDP;Target
1;14;1;6;1;1;1;3;14;5;7;0;0;1;0;1;0;34;0;2;6;13;3;11.333.333.333.333.300;0;0;6;8;2;11.5;0;13.9;-0.3;0.79;Dropout
1;8;2;15;1;1;1;1;1;5;6;0;0;0;1;1;0;20;0;0;6;15;2;12.0;0;0;6;12;0;0.0;0;10.8;1.4;1.74;Dropout
1;1;1;12;1;1;1;22;27;8;8;0;0;0;1;1;0;20;0;0;7;8;0;0.0;1;0;7;7;0;0.0;0;13.9;-0.3;0.79;Dropout
1;8;1;12;1;1;1;13;14;5;10;0;0;0;1;1;0;21;0;0;8;8;7;14.54;0;0;8;8;7;14.54;0;10.8;1.4;1.74;Graduate
1;15;1;4;1;14;1;1;14;4;11;1;0;0;1;1;0;19;0;0;6;9;6;12.166.666.666.666.600;0;0;6;14;4;13.0;0;12.4;0.5;1.79;Graduate
1;12;1;6;1;1;1;1;1;5;5;0;0;1;0;1;0;31;0;0;5;13;4;13.5;1;0;5;12;3;11.666.666.666.666.600;1;9.4;-0.8;-3.12;Dropout
1;8;1;14;1;1;1;1;27;5;6;0;0;0;1;1;0;21;0;0;6;8;6;14.75;0;0;6;9;5;14.333.333.333.333.300;0;11.1;0.6;2.02;Graduate
1;1;1;9;1;1;1;23;28;10;10;0;0;0;1;1;1;20;0;0;5;8;5;12.375;0;0;5;7;5;11.666.666.666.666.600;0;13.9;-0.3;0.79;Graduate
1;14;2;12;1;6;1;1;14;5;11;0;0;0;1;1;0;22;0;0;7;7;6;12.733.333.333.333.300;0;0;7;7;6;12.733.333.333.333.300;0;7.6;2.6;0.32;Graduate
1;1;2;5;1;1;1;13;14;4;4;1;1;0;0;1;0;19;0;0;6;9;4;12.5;0;0;6;6;0;0.0;0;9.4;-0.8;-3.12;Dropout
1;12;1;8;1;1;1;1;1;12;2;1;0;1;0;1;0;41;0;0;5;5;0;0.0;1;0;5;5;0;0.0;5;12.7;3.7;-1.7;Dropout
1;14;1;12;1;12;1;19;24;1;1;1;0;0;1;1;0;27;0;0;7;7;0;0.0;6;0;7;7;0;0.0;6;7.6;2.6;0.32;Dropout
1;8;1;12;1;1;1;1;1;5;11;0;0;0;1;0;0;19;0;0;7;7;7;1.344.285.714.285.710;0;0;8;8;7;13.771.428.571.428.500;0;13.9;-0.3;0.79;Dropout
1;9;2;12;1;1;10;1;1;5;4;1;0;0;1;0;1;20;1;0;8;8;8;14.2;0;0;8;8;8;14.2;0;9.4;-0.8;-3.12;Graduate
1;14;4;12;1;6;1;23;27;6;10;1;0;0;1;0;1;19;0;0;7;7;6;13.55;0;0;7;7;6;13.55;0;7.6;2.6;0.32;Graduate
2;12;1;17;0;1;1;22;27;10;10;0;0;0;1;0;0;35;0;0;5;5;5;11.6;0;0;5;6;5;11.166.666.666.666.600;0;15.5;2.8;-4.06;Graduate
1;8;5;15;1;1;1;13;10;8;4;1;0;0;1;0;0;22;0;0;6;7;6;13.571.428.571.428.500;0;0;6;7;6;15.285.714.285.714.200;0;13.9;-0.3;0.79;Graduate
1;1;2;11;1;1;1;1;14;6;8;1;0;0;1;0;1;20;0;0;6;6;6;13.833.333.333.333.300;0;0;6;6;6;15.0;0;11.1;0.6;2.02;Graduate
1;1;1;14;1;1;1;22;28;10;10;1;0;1;0;0;0;18;0;0;6;7;4;11.25;0;0;6;9;4;10.857.142.857.142.800;0;10.8;1.4;1.74;Dropout
1;1;1;10;1;1;1;22;27;10;10;1;0;0;1;0;1;18;0;0;6;7;5;10.2;0;0;6;9;4;11.25;0;12.4;0.5;1.79;Graduate
1;4;1;12;1;3;1;1;27;10;6;0;0;0;1;0;0;30;0;0;8;8;7;15.675.714.285.714.200;0;0;8;8;7;15.675.714.285.714.200;0;10.8;1.4;1.74;Graduate
1;9;1;10;1;1;1;23;28;10;8;0;0;1;1;0;1;18;0;0;6;9;6;10.833.333.333.333.300;0;0;6;8;6;12.0;0;11.1;0.6;2.02;Graduate
1;1;1;11;1;1;1;13;14;8;9;1;0;0;1;0;1;20;0;0;6;6;6;14.5;0;0;6;7;5;15.0;0;12.4;0.5;1.79;Enrolled
1;1;1;10;1;1;1;13;28;10;10;0;1;0;1;0;1;19;0;0;6;12;4;10.4;0;0;6;11;4;10.75;0;12.4;0.5;1.79;Enrolled
1;8;1;6;1;1;1;23;28;6;4;0;0;0;1;0;0;19;0;0;5;7;5;13.0;1;0;5;7;5;13.333.333.333.333.300;0;7.6;2.6;0.32;Graduate
1;1;2;13;1;1;1;1;28;4;9;1;0;0;1;0;1;21;0;0;7;7;7;12.242.857.142.857.100;0;0;8;8;8;14.125;0;15.5;2.8;-4.06;Graduate
1;9;1;16;1;1;1;1;14;20;41;1;0;1;1;0;0;21;0;0;7;7;7;13.0;0;0;7;8;6;12.5;0;8.9;1.4;3.51;Enrolled
1;1;4;14;1;1;1;1;1;10;10;1;0;0;1;0;0;18;0;0;6;6;6;14.166.666.666.666.600;0;0;6;7;6;13.428.571.428.571.400;0;8.9;1.4;3.51;Enrolled
1;1;3;9;1;1;1;1;1;6;8;1;0;0;1;0;1;18;0;0;5;11;4;14.25;0;0;5;7;4;12.5;0;12.7;3.7;-1.7;Graduate
4;12;1;6;1;1;1;22;27;12;12;0;0;0;0;0;0;35;0;0;5;14;1;12.0;2;0;5;11;2;10.5;1;9.4;-0.8;-3.12;Dropout
1;1;6;12;1;1;14;1;1;10;7;1;0;0;1;0;0;21;1;0;7;11;4;13.25;0;0;7;9;5;13.82;0;11.1;0.6;2.02;Enrolled
1;1;1;12;1;1;1;23;27;10;8;1;0;0;1;1;1;18;0;0;7;7;6;13.183.333.333.333.300;0;0;7;7;6;13.183.333.333.333.300;0;7.6;2.6;0.32;Graduate
1;8;5;5;1;1;1;13;1;6;6;1;0;0;1;1;0;22;0;0;6;6;1;11.0;0;0;6;6;0;0.0;0;9.4;-0.8;-3.12;Enrolled
1;8;1;12;1;1;1;23;1;10;7;1;0;0;1;1;1;20;0;0;7;8;7;119.725;0;0;8;8;8;1.265.125;0;15.5;2.8;-4.06;Graduate
2;12;1;11;1;1;1;22;27;5;8;1;0;0;1;0;0;34;0;0;6;7;5;12.4;0;0;6;8;5;12.8;0;9.4;-0.8;-3.12;Graduate
2;4;1;9;1;3;1;22;27;10;10;0;0;0;1;0;0;33;0;3;8;9;5;12.6;2;2;7;13;5;11.25;0;10.8;1.4;1.74;Enrolled
1;1;3;12;1;1;1;22;28;10;10;1;0;0;1;0;1;22;0;0;7;7;6;13.9;0;0;7;7;6;13.9;0;7.6;2.6;0.32;Graduate
1;8;3;11;1;1;1;22;27;10;7;1;0;0;1;0;1;20;0;0;6;11;4;11.5;0;0;6;12;3;11.0;0;7.6;2.6;0.32;Enrolled
2;12;1;9;1;1;1;22;27;7;11;0;0;0;1;0;0;35;0;0;5;6;4;14.2;0;0;5;10;4;11.857.142.857.142.800;0;10.8;1.4;1.74;Enrolled
2;12;1;9;1;1;1;23;27;5;8;1;0;0;0;0;0;39;0;0;5;12;3;10.666.666.666.666.600;2;0;5;15;3;10.666.666.666.666.600;0;9.4;-0.8;-3.12;Dropout
1;9;6;12;1;1;1;23;27;10;6;1;0;0;0;0;0;19;0;0;7;14;0;0.0;0;0;8;0;0;0.0;0;11.1;0.6;2.02;Dropout
4;12;1;11;1;1;1;22;27;10;9;0;0;0;1;0;1;36;0;0;6;10;6;11.0;0;0;6;14;3;11.333.333.333.333.300;0;10.8;1.4;1.74;Graduate
1;1;2;12;1;1;1;22;27;10;10;1;0;0;1;0;1;21;0;0;8;8;7;13.957.142.857.142.800;0;0;8;8;7;13.957.142.857.142.800;0;12.7;3.7;-1.7;Graduate
1;1;1;10;1;1;1;3;28;2;6;1;0;0;1;0;0;22;0;0;6;11;4;12.5;1;0;6;13;3;13.666.666.666.666.600;0;9.4;-0.8;-3.12;Enrolled
2;12;1;10;1;1;1;23;28;10;8;0;0;1;1;0;1;42;0;0;6;8;6;13.333.333.333.333.300;0;0;6;7;6;15.285.714.285.714.200;0;11.1;0.6;2.02;Graduate
1;12;1;7;1;1;1;22;27;12;12;1;0;0;1;0;0;34;0;0;5;5;0;0.0;0;0;5;6;0;0.0;0;10.8;1.4;1.74;Dropout
1;8;1;15;1;1;1;13;14;5;5;1;0;0;1;0;0;20;0;0;6;9;6;11.666.666.666.666.600;0;0;6;8;5;11.6;0;7.6;2.6;0.32;Enrolled
2;15;1;3;0;14;1;22;14;10;11;0;0;0;1;0;0;33;0;3;6;7;6;15.714.285.714.285.700;0;2;6;7;6;15.5;0;13.9;-0.3;0.79;Graduate
1;1;4;11;1;1;1;1;14;10;7;1;0;0;1;0;0;20;0;0;6;8;5;11.0;0;0;6;9;5;11.4;0;13.9;-0.3;0.79;Graduate
1;1;2;14;1;1;1;15;21;1;6;1;0;1;1;0;0;19;0;0;5;8;4;12.25;0;0;5;7;4;12.75;2;7.6;2.6;0.32;Graduate
2;14;1;17;0;3;1;22;14;10;5;0;0;1;1;0;0;34;0;4;10;25;5;12.2;0;3;9;18;8;1.222.222.222.222.220;0;16.2;0.3;-0.92;Dropout
1;1;1;9;1;1;1;22;27;10;7;1;0;0;1;0;0;18;0;0;5;6;5;13.0;0;0;5;5;5;14.0;0;7.6;2.6;0.32;Graduate
1;8;1;3;0;1;1;23;27;7;7;0;0;0;1;0;1;24;0;0;6;11;4;12.0;0;0;6;7;6;13.0;0;10.8;1.4;1.74;Graduate
1;1;1;16;1;1;1;13;10;10;8;1;0;0;1;0;0;18;0;0;6;6;6;13.333.333.333.333.300;0;0;6;7;6;12.333.333.333.333.300;0;7.6;2.6;0.32;Graduate
1;1;1;14;1;1;1;22;27;11;7;1;0;0;1;0;0;20;0;0;5;6;3;13.0;0;0;5;7;3;13.0;1;7.6;2.6;0.32;Enrolled
1;8;1;12;1;1;1;1;1;5;4;1;0;0;1;0;0;21;0;0;8;8;7;12.91;0;0;8;8;7;12.91;0;10.8;1.4;1.74;Graduate
1;1;5;10;1;1;1;23;1;10;6;1;0;0;1;0;1;19;0;0;6;8;6;11.0;0;0;6;13;3;11.0;0;9.4;-0.8;-3.12;Graduate
1;8;4;12;1;1;1;23;14;6;8;0;0;0;1;0;1;19;0;0;7;8;6;13.579.999.999.999.900;0;0;8;8;8;1.293.625;0;15.5;2.8;-4.06;Graduate
1;1;1;10;1;1;1;13;14;6;6;1;0;0;1;0;1;18;0;0;6;10;4;12.4;0;0;6;8;6;12.5;0;12.4;0.5;1.79;Graduate
4;12;1;3;0;1;1;22;27;6;6;0;0;0;1;0;1;38;0;4;9;13;8;1.288.888.888.888.880;0;2;7;9;7;13.0;0;13.9;-0.3;0.79;Graduate
1;1;1;2;1;1;1;13;14;6;5;1;0;1;1;1;0;21;0;6;12;12;11;11.545.454.545.454.500;0;4;11;18;9;11.7;1;8.9;1.4;3.51;Enrolled
1;14;1;9;1;1;11;1;5;10;11;1;0;0;1;1;0;23;1;0;5;6;1;10.0;0;0;5;5;0;0.0;0;15.5;2.8;-4.06;Enrolled
1;8;5;12;1;1;1;13;1;5;4;1;0;0;1;0;0;19;0;0;8;8;8;1.434.125;0;0;8;8;8;1.434.125;0;9.4;-0.8;-3.12;Graduate
1;1;2;15;1;1;1;23;27;6;4;1;0;1;0;0;0;18;0;0;6;8;6;14.142.857.142.857.100;0;0;6;6;5;12.0;0;13.9;-0.3;0.79;Dropout
1;1;6;2;1;1;1;13;27;6;6;1;0;0;1;0;1;18;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;9.4;-0.8;-3.12;Graduate
1;12;1;4;1;1;1;13;14;10;7;1;0;0;1;0;0;24;0;0;6;10;5;11.8;0;0;6;13;4;11.25;0;12.4;0.5;1.79;Enrolled
1;1;1;15;1;1;2;1;1;6;10;0;0;0;1;0;1;18;1;0;6;6;6;13.333.333.333.333.300;0;0;6;6;6;14.166.666.666.666.600;0;12.7;3.7;-1.7;Graduate
1;1;1;8;1;1;1;3;1;5;10;1;0;0;1;0;0;18;0;0;6;8;6;14.5;0;0;6;9;6;12.857.142.857.142.800;0;13.9;-0.3;0.79;Graduate
1;4;1;17;0;15;1;13;14;8;4;0;0;0;1;0;0;26;0;5;10;13;8;12.666.666.666.666.600;0;5;10;12;10;13.4;0;11.1;0.6;2.02;Graduate
1;1;1;9;1;1;1;13;14;10;10;0;0;1;1;0;0;19;0;0;5;13;1;10.0;0;0;5;8;2;10.0;0;12.4;0.5;1.79;Enrolled
1;9;3;14;1;1;1;23;28;10;10;1;0;0;1;0;1;19;0;0;6;10;0;0.0;0;0;6;6;0;0.0;0;12.7;3.7;-1.7;Dropout
1;1;1;11;1;1;1;23;27;6;6;0;0;0;1;0;0;19;0;0;6;12;4;11.0;0;0;6;6;4;12.5;0;16.2;0.3;-0.92;Enrolled
1;1;1;8;1;1;1;22;27;10;10;1;0;1;1;0;0;20;0;0;5;10;2;12.0;2;0;5;9;4;11.0;0;9.4;-0.8;-3.12;Dropout
1;1;3;11;1;1;1;13;14;10;10;1;0;0;1;0;0;22;0;0;6;10;4;10.0;0;0;6;12;2;13.5;0;9.4;-0.8;-3.12;Enrolled
1;1;2;12;1;1;1;13;1;6;6;1;0;0;1;0;0;19;0;0;7;7;7;1.420.857.142.857.140;0;0;8;9;8;15.127.777.777.777.700;0;11.1;0.6;2.02;Graduate
1;1;5;12;1;1;1;3;1;6;11;1;0;0;1;0;0;20;0;0;7;7;7;1.430.714.285.714.280;0;0;8;8;8;150.125;0;12.4;0.5;1.79;Graduate
2;12;1;9;1;1;1;22;27;6;6;0;0;0;1;0;0;36;0;0;5;8;3;11.0;0;0;5;12;4;13.375;0;10.8;1.4;1.74;Enrolled
1;12;1;16;1;12;1;13;4;10;5;1;0;0;1;0;0;29;0;0;7;14;0;0.0;0;0;6;6;0;0.0;0;11.1;0.6;2.02;Dropout
1;8;3;10;1;1;1;3;3;3;3;1;0;0;1;0;0;19;0;0;6;10;6;12.0;0;0;6;12;4;11.0;0;12.7;3.7;-1.7;Graduate
5;12;1;9;1;1;1;1;1;5;9;0;0;1;0;0;0;24;0;0;5;0;0;0.0;0;0;5;0;0;0.0;0;13.9;-0.3;0.79;Dropout
5;12;1;4;1;1;1;1;1;5;9;0;0;1;0;0;0;27;0;0;6;6;0;0.0;0;0;6;7;0;0.0;0;8.9;1.4;3.51;Dropout
1;8;1;15;1;1;1;22;27;10;9;1;0;0;1;0;1;18;0;0;6;7;6;13.857.142.857.142.800;0;0;6;7;6;14.285.714.285.714.200;0;13.9;-0.3;0.79;Graduate
1;8;2;2;1;1;1;3;1;3;7;1;0;0;1;0;1;18;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;15.5;2.8;-4.06;Graduate
1;8;4;13;1;1;1;23;27;4;8;1;0;0;1;0;0;21;0;0;7;0;0;0.0;0;0;7;0;0;0.0;0;12.7;3.7;-1.7;Dropout
2;12;1;14;1;1;1;22;14;10;5;0;0;0;1;0;1;43;0;0;6;8;5;11.0;0;0;6;9;5;13.0;0;12.4;0.5;1.79;Graduate
1;14;1;9;1;1;1;1;14;10;11;0;0;0;1;0;1;18;0;0;5;9;5;13.2;0;0;5;13;5;14.4;5;16.2;0.3;-0.92;Graduate
1;9;1;6;1;1;1;22;27;10;10;1;0;0;1;0;1;21;0;0;6;7;6;13.5;0;0;6;6;3;15.333.333.333.333.300;0;8.9;1.4;3.51;Dropout
1;4;1;9;1;3;1;6;19;2;8;0;0;0;1;0;0;26;0;0;5;5;0;0.0;0;0;5;0;0;0.0;0;9.4;-0.8;-3.12;Dropout
1;1;6;12;1;1;1;1;14;10;5;1;0;0;1;0;1;19;0;0;8;8;7;14.214.285.714.285.700;0;0;8;8;7;14.214.285.714.285.700;0;12.7;3.7;-1.7;Graduate
1;1;1;6;1;1;1;22;9;12;12;0;0;0;1;0;0;18;0;0;5;5;5;13.0;0;0;5;5;5;12.4;0;7.6;2.6;0.32;Graduate
1;1;1;15;1;1;1;3;2;3;2;1;0;0;1;0;0;22;0;0;6;13;2;12.0;0;0;6;14;1;10.0;0;9.4;-0.8;-3.12;Dropout
1;12;1;12;1;12;1;1;14;5;11;1;0;0;1;0;0;27;0;0;7;0;0;0.0;0;0;8;0;0;0.0;0;11.1;0.6;2.02;Dropout
1;1;3;9;1;1;1;23;14;10;11;1;0;0;1;0;0;18;0;0;5;6;5;12.8;1;0;5;6;5;12.6;0;9.4;-0.8;-3.12;Graduate
1;8;1;6;1;1;1;22;28;8;10;0;0;0;1;0;0;19;0;0;5;11;4;13.6;2;0;5;9;4;12.2;0;9.4;-0.8;-3.12;Graduate
1;8;4;12;1;1;1;13;14;4;11;1;0;0;1;0;0;18;0;0;7;7;7;13.971.428.571.428.500;0;0;8;8;8;15.75;0;13.9;-0.3;0.79;Graduate
1;1;1;6;1;1;1;23;27;5;5;0;0;0;1;0;1;19;0;0;6;8;6;15.0;0;0;6;9;6;14.857.142.857.142.800;0;11.1;0.6;2.02;Graduate
1;12;1;6;1;1;1;22;27;10;10;0;0;0;0;0;0;32;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;11.1;0.6;2.02;Dropout
1;13;1;12;1;1;1;22;1;10;5;1;0;0;1;0;0;23;0;20;26;27;26;1.507.777.777.777.770;0;14;17;17;17;15.023.529.411.764.700;0;15.5;2.8;-4.06;Graduate
1;8;3;12;1;1;1;22;27;5;4;1;0;0;1;0;0;20;0;0;7;7;6;13.383.333.333.333.300;0;0;7;7;6;13.383.333.333.333.300;0;7.6;2.6;0.32;Graduate
1;1;1;2;1;1;1;13;28;6;6;1;0;1;1;0;0;20;0;6;12;12;12;13.25;0;4;11;16;10;13.090.909.090.909.000;0;8.9;1.4;3.51;Graduate
1;8;1;10;1;1;1;13;14;5;6;1;0;1;0;0;0;19;0;0;6;10;5;11.714.285.714.285.700;0;0;6;13;2;10.666.666.666.666.600;0;16.2;0.3;-0.92;Dropout
1;1;3;12;1;1;1;13;14;6;6;1;0;0;1;0;1;18;0;0;8;8;8;1.301.125;0;0;8;8;8;1.301.125;0;9.4;-0.8;-3.12;Graduate
1;15;1;4;1;14;1;13;14;10;5;0;0;0;1;0;0;21;0;0;6;12;3;10.666.666.666.666.600;2;0;6;12;4;12.0;0;15.5;2.8;-4.06;Dropout
1;1;1;12;1;1;1;1;14;10;10;0;0;0;1;0;1;20;0;0;7;14;0;0.0;0;0;7;15;0;0.0;0;11.1;0.6;2.02;Enrolled
1;15;1;6;1;14;1;3;14;3;5;1;0;0;1;0;0;22;0;1;6;9;6;13.0;0;1;6;18;3;12.666.666.666.666.600;0;12.4;0.5;1.79;Graduate
1;15;1;17;0;14;1;22;27;10;10;0;0;0;1;0;0;26;0;0;5;5;5;12.0;0;0;5;7;5;11.4;0;12.7;3.7;-1.7;Graduate
1;1;1;5;1;1;1;22;27;4;4;1;0;0;1;0;0;20;0;0;6;6;6;12.166.666.666.666.600;0;0;6;7;5;13.8;0;12.7;3.7;-1.7;Graduate
1;1;1;12;1;1;1;13;28;6;4;1;0;0;1;0;0;19;0;0;7;10;6;11.85;0;0;8;10;7;13.65;0;16.2;0.3;-0.92;Graduate
1;12;1;17;0;1;1;22;27;10;10;0;0;0;1;0;0;31;0;0;5;8;4;11.0;0;0;5;6;5;11.2;0;7.6;2.6;0.32;Graduate
1;14;3;12;1;1;1;1;14;10;8;1;0;1;1;0;1;20;0;0;7;9;7;12.327.777.777.777.700;0;0;8;10;8;11.736;0;15.5;2.8;-4.06;Graduate
1;14;1;6;1;1;1;13;28;8;8;1;0;0;1;0;0;20;0;0;5;9;4;12.0;0;0;5;10;5;13.428.571.428.571.400;1;10.8;1.4;1.74;Graduate
1;8;4;12;1;1;1;22;27;6;6;1;0;0;1;0;0;21;0;0;7;7;7;14.428.571.428.571.400;0;0;8;9;8;14.511.111.111.111.100;0;16.2;0.3;-0.92;Graduate
1;1;4;12;1;1;1;13;14;10;8;1;0;0;1;0;0;18;0;0;7;7;7;13.78;0;0;8;8;8;126.125;0;12.4;0.5;1.79;Graduate
1;8;2;12;1;1;1;22;1;10;5;1;0;0;1;0;1;19;0;0;7;7;6;13.8;0;0;7;7;6;13.8;0;7.6;2.6;0.32;Graduate
1;1;1;16;1;1;1;13;14;4;8;1;0;0;1;0;1;18;0;0;7;7;7;14.857.142.857.142.800;0;0;7;7;7;15.142.857.142.857.100;0;13.9;-0.3;0.79;Graduate
4;12;1;15;1;13;1;13;14;8;10;0;0;0;1;0;0;40;0;0;6;8;5;13.0;0;0;6;7;5;12.6;0;16.2;0.3;-0.92;Enrolled
1;8;6;10;1;1;1;1;28;5;8;0;0;0;1;0;1;18;0;0;6;7;6;12.142.857.142.857.100;0;0;6;6;6;13.333.333.333.333.300;0;13.9;-0.3;0.79;Graduate
1;1;2;6;1;1;1;25;4;3;3;1;0;0;1;0;0;18;0;0;6;7;6;15.666.666.666.666.600;0;0;6;6;6;14.833.333.333.333.300;0;8.9;1.4;3.51;Graduate
1;8;1;12;1;1;1;1;14;5;4;1;0;0;1;0;0;19;0;0;7;13;5;12.5;0;0;8;14;7;12.166.666.666.666.600;0;15.5;2.8;-4.06;Graduate
1;8;1;10;1;1;1;23;28;10;8;0;0;0;1;0;1;19;0;0;6;7;6;12.833.333.333.333.300;0;0;6;6;6;13.166.666.666.666.600;0;12.4;0.5;1.79;Graduate
1;12;1;4;1;1;1;23;28;10;7;0;0;1;0;0;0;28;0;0;6;6;0;0.0;0;0;6;7;0;0.0;0;8.9;1.4;3.51;Dropout
1;8;1;5;1;1;1;22;28;10;9;1;0;0;1;0;0;20;0;0;6;6;6;12.5;0;0;6;6;6;12.666.666.666.666.600;0;7.6;2.6;0.32;Graduate
1;1;2;15;1;1;1;22;27;10;10;1;0;0;1;0;0;18;0;0;6;14;4;11.25;0;0;6;9;5;13.0;0;9.4;-0.8;-3.12;Graduate
1;1;2;12;1;1;1;1;1;5;4;1;0;0;1;0;0;18;0;0;7;7;6;15.25;0;0;7;7;6;15.25;0;7.6;2.6;0.32;Graduate
1;1;1;6;1;1;1;13;27;10;10;1;0;0;1;0;1;20;0;0;5;13;5;14.0;2;0;5;10;3;12.0;1;9.4;-0.8;-3.12;Graduate
1;14;1;10;1;1;1;23;14;10;5;0;0;1;1;0;0;28;0;15;16;16;13;12.076.923.076.923.000;0;13;13;13;11;12.090.909.090.909.000;0;16.2;0.3;-0.92;Graduate
1;6;1;16;1;1;14;28;1;25;26;0;0;0;1;0;0;23;1;11;16;17;16;14.625;0;6;10;12;9;1.488.888.888.888.880;0;8.9;1.4;3.51;Graduate
1;1;1;16;1;1;1;13;27;6;6;1;0;0;1;0;0;19;0;0;7;10;4;10.5;0;0;7;7;2;10.5;0;16.2;0.3;-0.92;Dropout
1;8;1;10;1;1;1;23;14;24;36;1;0;0;1;0;1;18;0;0;6;8;6;12.833.333.333.333.300;0;0;6;6;6;12.166.666.666.666.600;0;8.9;1.4;3.51;Graduate
1;1;3;15;1;1;9;22;27;10;10;0;0;1;0;0;1;20;1;0;6;6;6;12.5;0;0;6;7;5;11.8;0;10.8;1.4;1.74;Graduate
1;1;1;2;1;1;1;3;1;3;5;1;0;0;1;0;0;20;0;5;12;13;12;1.123.076.923.076.920;0;3;11;18;9;1.277.777.777.777.770;0;11.1;0.6;2.02;Graduate
2;12;1;17;0;1;1;22;27;10;10;0;0;0;1;0;0;27;0;0;5;5;2;10.5;0;0;5;5;0;0.0;0;7.6;2.6;0.32;Dropout
1;1;1;16;1;1;1;1;1;10;10;1;0;0;1;0;0;18;0;0;6;11;3;12.0;0;0;6;13;2;12.0;0;12.7;3.7;-1.7;Dropout
4;12;2;13;1;12;1;13;14;5;7;0;0;0;1;0;1;37;0;0;7;10;7;10.985.714.285.714.200;0;0;8;11;8;12.3;0;10.8;1.4;1.74;Graduate
4;4;1;12;1;15;1;13;14;5;7;0;0;0;0;0;0;42;0;2;7;10;5;12.62;0;3;7;11;3;14.166.666.666.666.600;0;12.4;0.5;1.79;Dropout
1;8;6;12;1;1;1;1;28;5;9;1;0;0;1;0;0;20;0;0;7;9;6;13.0;0;0;8;8;8;142.125;0;13.9;-0.3;0.79;Dropout
2;12;1;7;1;1;1;19;24;10;10;0;0;0;0;1;0;34;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;15.5;2.8;-4.06;Dropout
1;13;1;7;1;1;1;3;3;4;3;1;0;0;1;1;0;22;0;0;5;0;0;0.0;0;0;5;0;0;0.0;0;10.8;1.4;1.74;Dropout
2;12;2;11;1;12;1;13;14;10;6;0;0;0;1;1;0;39;0;0;6;6;6;13.5;0;0;6;6;6;13.333.333.333.333.300;0;12.4;0.5;1.79;Graduate
1;1;1;12;1;1;1;22;27;10;10;1;0;0;1;1;1;18;0;0;7;7;6;13.516.666.666.666.600;0;0;7;7;6;13.516.666.666.666.600;0;7.6;2.6;0.32;Graduate
1;1;2;5;1;1;1;22;27;10;10;1;0;0;1;1;1;21;0;0;6;6;6;13.166.666.666.666.600;0;0;6;8;6;13.285.714.285.714.200;0;8.9;1.4;3.51;Graduate
2;12;1;6;1;1;1;22;27;12;11;0;0;0;1;1;0;34;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;10.8;1.4;1.74;Dropout
1;15;1;4;1;14;1;22;27;10;10;0;0;0;1;1;1;22;0;0;6;8;6;13.125;0;0;6;10;6;13.0;0;16.2;0.3;-0.92;Graduate
1;12;1;4;1;1;1;1;27;5;8;0;0;0;1;1;0;31;0;0;6;15;3;14.4;0;0;6;20;0;0.0;0;16.2;0.3;-0.92;Dropout
1;9;3;16;1;1;1;23;27;6;10;1;0;0;0;1;0;19;0;0;6;10;4;12.0;0;0;6;12;0;0.0;0;10.8;1.4;1.74;Dropout
1;8;5;11;1;1;1;23;1;6;10;0;0;0;1;1;0;19;0;0;5;5;0;0.0;0;0;5;10;0;0.0;0;10.8;1.4;1.74;Dropout
1;12;1;13;1;12;1;22;27;10;11;0;0;0;1;1;0;31;0;0;7;7;0;0.0;0;0;7;7;0;0.0;0;15.5;2.8;-4.06;Dropout
1;3;1;9;1;1;1;13;28;6;7;1;0;0;1;0;0;19;0;0;5;15;3;10.8;0;0;5;6;3;10.5;0;13.9;-0.3;0.79;Enrolled
2;12;2;14;1;1;14;22;14;10;10;0;0;0;1;0;0;30;1;0;6;0;0;0.0;0;0;6;0;0;0.0;0;9.4;-0.8;-3.12;Dropout
1;16;1;12;1;1;1;22;28;4;4;1;0;0;1;0;1;20;0;2;7;7;7;1.613.142.857.142.850;0;0;8;9;8;1.552.222.222.222.220;0;11.1;0.6;2.02;Graduate
1;8;1;12;1;1;1;13;28;8;8;1;0;0;1;0;1;18;0;0;7;7;7;14.838.571.428.571.400;0;0;8;9;8;14.8;0;12.4;0.5;1.79;Graduate
4;12;1;17;0;1;1;22;27;6;6;0;0;0;1;0;0;31;0;0;5;7;3;10.333.333.333.333.300;0;0;5;6;3;12.0;0;10.8;1.4;1.74;Dropout
1;8;1;11;1;1;1;13;1;10;5;1;0;0;1;0;0;19;0;0;6;11;3;12.0;0;0;6;11;4;11.25;0;7.6;2.6;0.32;Dropout
